,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area_ISO3
8064,"Rice, paddy",2013,2274.0,6471.77,21.69,ECU
8065,"Rice, paddy",2013,2274.0,6471.77,17.28,ECU
8066,"Rice, paddy",2013,2274.0,6471.77,21.94,ECU
8067,Sorghum,2013,2274.0,6471.77,21.69,ECU
8068,Sorghum,2013,2274.0,6471.77,17.28,ECU
8069,Sorghum,2013,2274.0,6471.77,21.94,ECU
8070,Soybeans,2013,2274.0,6471.77,21.69,ECU
8071,Soybeans,2013,2274.0,6471.77,17.28,ECU
8072,Soybeans,2013,2274.0,6471.77,21.94,ECU
8073,Sweet potatoes,2013,2274.0,6471.77,21.69,ECU
8074,Sweet potatoes,2013,2274.0,6471.77,17.28,ECU
8075,Sweet potatoes,2013,2274.0,6471.77,21.94,ECU
8076,Wheat,2013,2274.0,6471.77,21.69,ECU
8077,Wheat,2013,2274.0,6471.77,17.28,ECU
8078,Wheat,2013,2274.0,6471.77,21.94,ECU
8079,Maize,1990,51.0,13214.0,20.73,EGY
8080,Maize,1990,51.0,13214.0,21.6,EGY
8081,Potatoes,1990,51.0,13214.0,20.73,EGY
8082,Potatoes,1990,51.0,13214.0,21.6,EGY
8083,"Rice, paddy",1990,51.0,13214.0,20.73,EGY
8084,"Rice, paddy",1990,51.0,13214.0,21.6,EGY
8085,Sorghum,1990,51.0,13214.0,20.73,EGY
8086,Sorghum,1990,51.0,13214.0,21.6,EGY
8087,Soybeans,1990,51.0,13214.0,20.73,EGY
8088,Soybeans,1990,51.0,13214.0,21.6,EGY
8089,Sweet potatoes,1990,51.0,13214.0,20.73,EGY
8090,Sweet potatoes,1990,51.0,13214.0,21.6,EGY
8091,Wheat,1990,51.0,13214.0,20.73,EGY
8092,Wheat,1990,51.0,13214.0,21.6,EGY
8093,Maize,1991,51.0,8255.0,20.64,EGY
8094,Maize,1991,51.0,8255.0,21.65,EGY
8095,Potatoes,1991,51.0,8255.0,20.64,EGY
8096,Potatoes,1991,51.0,8255.0,21.65,EGY
8097,"Rice, paddy",1991,51.0,8255.0,20.64,EGY
8098,"Rice, paddy",1991,51.0,8255.0,21.65,EGY
8099,Sorghum,1991,51.0,8255.0,20.64,EGY
8100,Sorghum,1991,51.0,8255.0,21.65,EGY
8101,Soybeans,1991,51.0,8255.0,20.64,EGY
8102,Soybeans,1991,51.0,8255.0,21.65,EGY
8103,Sweet potatoes,1991,51.0,8255.0,20.64,EGY
8104,Sweet potatoes,1991,51.0,8255.0,21.65,EGY
8105,Wheat,1991,51.0,8255.0,20.64,EGY
8106,Wheat,1991,51.0,8255.0,21.65,EGY
8107,Maize,1992,51.0,6156.0,20.09,EGY
8108,Maize,1992,51.0,6156.0,21.11,EGY
8109,Potatoes,1992,51.0,6156.0,20.09,EGY
8110,Potatoes,1992,51.0,6156.0,21.11,EGY
8111,"Rice, paddy",1992,51.0,6156.0,20.09,EGY
8112,"Rice, paddy",1992,51.0,6156.0,21.11,EGY
8113,Sorghum,1992,51.0,6156.0,20.09,EGY
8114,Sorghum,1992,51.0,6156.0,21.11,EGY
8115,Soybeans,1992,51.0,6156.0,20.09,EGY
8116,Soybeans,1992,51.0,6156.0,21.11,EGY
8117,Sweet potatoes,1992,51.0,6156.0,20.09,EGY
8118,Sweet potatoes,1992,51.0,6156.0,21.11,EGY
8119,Wheat,1992,51.0,6156.0,20.09,EGY
8120,Wheat,1992,51.0,6156.0,21.11,EGY
8121,Maize,1993,51.0,4175.0,20.74,EGY
8122,Maize,1993,51.0,4175.0,21.79,EGY
8123,Potatoes,1993,51.0,4175.0,20.74,EGY
8124,Potatoes,1993,51.0,4175.0,21.79,EGY
8125,"Rice, paddy",1993,51.0,4175.0,20.74,EGY
8126,"Rice, paddy",1993,51.0,4175.0,21.79,EGY
8127,Sorghum,1993,51.0,4175.0,20.74,EGY
8128,Sorghum,1993,51.0,4175.0,21.79,EGY
8129,Soybeans,1993,51.0,4175.0,20.74,EGY
8130,Soybeans,1993,51.0,4175.0,21.79,EGY
8131,Sweet potatoes,1993,51.0,4175.0,20.74,EGY
8132,Sweet potatoes,1993,51.0,4175.0,21.79,EGY
8133,Wheat,1993,51.0,4175.0,20.74,EGY
8134,Wheat,1993,51.0,4175.0,21.79,EGY
8135,Maize,1994,51.0,4283.0,21.1,EGY
8136,Maize,1994,51.0,4283.0,22.02,EGY
8137,Potatoes,1994,51.0,4283.0,21.1,EGY
8138,Potatoes,1994,51.0,4283.0,22.02,EGY
8139,"Rice, paddy",1994,51.0,4283.0,21.1,EGY
8140,"Rice, paddy",1994,51.0,4283.0,22.02,EGY
8141,Sorghum,1994,51.0,4283.0,21.1,EGY
8142,Sorghum,1994,51.0,4283.0,22.02,EGY
8143,Soybeans,1994,51.0,4283.0,21.1,EGY
8144,Soybeans,1994,51.0,4283.0,22.02,EGY
8145,Sweet potatoes,1994,51.0,4283.0,21.1,EGY
8146,Sweet potatoes,1994,51.0,4283.0,22.02,EGY
8147,Wheat,1994,51.0,4283.0,21.1,EGY
8148,Wheat,1994,51.0,4283.0,22.02,EGY
8149,Maize,1995,51.0,4391.0,20.62,EGY
8150,Maize,1995,51.0,4391.0,21.56,EGY
8151,Potatoes,1995,51.0,4391.0,20.62,EGY
8152,Potatoes,1995,51.0,4391.0,21.56,EGY
8153,"Rice, paddy",1995,51.0,4391.0,20.62,EGY
8154,"Rice, paddy",1995,51.0,4391.0,21.56,EGY
8155,Sorghum,1995,51.0,4391.0,20.62,EGY
8156,Sorghum,1995,51.0,4391.0,21.56,EGY
8157,Soybeans,1995,51.0,4391.0,20.62,EGY
8158,Soybeans,1995,51.0,4391.0,21.56,EGY
8159,Sweet potatoes,1995,51.0,4391.0,20.62,EGY
8160,Sweet potatoes,1995,51.0,4391.0,21.56,EGY
8161,Wheat,1995,51.0,4391.0,20.62,EGY
8162,Wheat,1995,51.0,4391.0,21.56,EGY
8163,Maize,1996,51.0,4499.0,20.85,EGY
8164,Maize,1996,51.0,4499.0,21.88,EGY
8165,Potatoes,1996,51.0,4499.0,20.85,EGY
8166,Potatoes,1996,51.0,4499.0,21.88,EGY
8167,"Rice, paddy",1996,51.0,4499.0,20.85,EGY
8168,"Rice, paddy",1996,51.0,4499.0,21.88,EGY
8169,Sorghum,1996,51.0,4499.0,20.85,EGY
8170,Sorghum,1996,51.0,4499.0,21.88,EGY
8171,Soybeans,1996,51.0,4499.0,20.85,EGY
8172,Soybeans,1996,51.0,4499.0,21.88,EGY
8173,Sweet potatoes,1996,51.0,4499.0,20.85,EGY
8174,Sweet potatoes,1996,51.0,4499.0,21.88,EGY
8175,Wheat,1996,51.0,4499.0,20.85,EGY
8176,Wheat,1996,51.0,4499.0,21.88,EGY
8177,Maize,1997,51.0,4607.0,20.52,EGY
8178,Maize,1997,51.0,4607.0,21.45,EGY
8179,Potatoes,1997,51.0,4607.0,20.52,EGY
8180,Potatoes,1997,51.0,4607.0,21.45,EGY
8181,"Rice, paddy",1997,51.0,4607.0,20.52,EGY
8182,"Rice, paddy",1997,51.0,4607.0,21.45,EGY
8183,Sorghum,1997,51.0,4607.0,20.52,EGY
8184,Sorghum,1997,51.0,4607.0,21.45,EGY
8185,Soybeans,1997,51.0,4607.0,20.52,EGY
8186,Soybeans,1997,51.0,4607.0,21.45,EGY
8187,Sweet potatoes,1997,51.0,4607.0,20.52,EGY
8188,Sweet potatoes,1997,51.0,4607.0,21.45,EGY
8189,Wheat,1997,51.0,4607.0,20.52,EGY
8190,Wheat,1997,51.0,4607.0,21.45,EGY
8191,Maize,1998,51.0,4715.0,21.29,EGY
8192,Maize,1998,51.0,4715.0,22.36,EGY
8193,Potatoes,1998,51.0,4715.0,21.29,EGY
8194,Potatoes,1998,51.0,4715.0,22.36,EGY
8195,"Rice, paddy",1998,51.0,4715.0,21.29,EGY
8196,"Rice, paddy",1998,51.0,4715.0,22.36,EGY
8197,Sorghum,1998,51.0,4715.0,21.29,EGY
8198,Sorghum,1998,51.0,4715.0,22.36,EGY
8199,Soybeans,1998,51.0,4715.0,21.29,EGY
8200,Soybeans,1998,51.0,4715.0,22.36,EGY
8201,Sweet potatoes,1998,51.0,4715.0,21.29,EGY
8202,Sweet potatoes,1998,51.0,4715.0,22.36,EGY
8203,Wheat,1998,51.0,4715.0,21.29,EGY
8204,Wheat,1998,51.0,4715.0,22.36,EGY
8205,Maize,1999,51.0,4823.0,21.46,EGY
8206,Maize,1999,51.0,4823.0,22.28,EGY
8207,Potatoes,1999,51.0,4823.0,21.46,EGY
8208,Potatoes,1999,51.0,4823.0,22.28,EGY
8209,"Rice, paddy",1999,51.0,4823.0,21.46,EGY
8210,"Rice, paddy",1999,51.0,4823.0,22.28,EGY
8211,Sorghum,1999,51.0,4823.0,21.46,EGY
8212,Sorghum,1999,51.0,4823.0,22.28,EGY
8213,Soybeans,1999,51.0,4823.0,21.46,EGY
8214,Soybeans,1999,51.0,4823.0,22.28,EGY
8215,Sweet potatoes,1999,51.0,4823.0,21.46,EGY
8216,Sweet potatoes,1999,51.0,4823.0,22.28,EGY
8217,Wheat,1999,51.0,4823.0,21.46,EGY
8218,Wheat,1999,51.0,4823.0,22.28,EGY
8219,Maize,2000,51.0,4931.0,20.74,EGY
8220,Maize,2000,51.0,4931.0,21.49,EGY
8221,Potatoes,2000,51.0,4931.0,20.74,EGY
8222,Potatoes,2000,51.0,4931.0,21.49,EGY
8223,"Rice, paddy",2000,51.0,4931.0,20.74,EGY
8224,"Rice, paddy",2000,51.0,4931.0,21.49,EGY
8225,Sorghum,2000,51.0,4931.0,20.74,EGY
8226,Sorghum,2000,51.0,4931.0,21.49,EGY
8227,Soybeans,2000,51.0,4931.0,20.74,EGY
8228,Soybeans,2000,51.0,4931.0,21.49,EGY
8229,Sweet potatoes,2000,51.0,4931.0,20.74,EGY
8230,Sweet potatoes,2000,51.0,4931.0,21.49,EGY
8231,Wheat,2000,51.0,4931.0,20.74,EGY
8232,Wheat,2000,51.0,4931.0,21.49,EGY
8233,Maize,2001,51.0,5039.0,21.45,EGY
8234,Maize,2001,51.0,5039.0,22.33,EGY
8235,Potatoes,2001,51.0,5039.0,21.45,EGY
8236,Potatoes,2001,51.0,5039.0,22.33,EGY
8237,"Rice, paddy",2001,51.0,5039.0,21.45,EGY
8238,"Rice, paddy",2001,51.0,5039.0,22.33,EGY
8239,Sorghum,2001,51.0,5039.0,21.45,EGY
8240,Sorghum,2001,51.0,5039.0,22.33,EGY
8241,Soybeans,2001,51.0,5039.0,21.45,EGY
8242,Soybeans,2001,51.0,5039.0,22.33,EGY
8243,Sweet potatoes,2001,51.0,5039.0,21.45,EGY
8244,Sweet potatoes,2001,51.0,5039.0,22.33,EGY
8245,Wheat,2001,51.0,5039.0,21.45,EGY
8246,Wheat,2001,51.0,5039.0,22.33,EGY
8247,Maize,2002,51.0,5147.0,21.46,EGY
8248,Maize,2002,51.0,5147.0,22.41,EGY
8249,Potatoes,2002,51.0,5147.0,21.46,EGY
8250,Potatoes,2002,51.0,5147.0,22.41,EGY
8251,"Rice, paddy",2002,51.0,5147.0,21.46,EGY
8252,"Rice, paddy",2002,51.0,5147.0,22.41,EGY
8253,Sorghum,2002,51.0,5147.0,21.46,EGY
8254,Sorghum,2002,51.0,5147.0,22.41,EGY
8255,Soybeans,2002,51.0,5147.0,21.46,EGY
8256,Soybeans,2002,51.0,5147.0,22.41,EGY
8257,Sweet potatoes,2002,51.0,5147.0,21.46,EGY
8258,Sweet potatoes,2002,51.0,5147.0,22.41,EGY
8259,Wheat,2002,51.0,5147.0,21.46,EGY
8260,Wheat,2002,51.0,5147.0,22.41,EGY
8261,Maize,2004,51.0,5363.0,21.06,EGY
8262,Maize,2004,51.0,5363.0,22.08,EGY
8263,Potatoes,2004,51.0,5363.0,21.06,EGY
8264,Potatoes,2004,51.0,5363.0,22.08,EGY
8265,"Rice, paddy",2004,51.0,5363.0,21.06,EGY
8266,"Rice, paddy",2004,51.0,5363.0,22.08,EGY
8267,Sorghum,2004,51.0,5363.0,21.06,EGY
8268,Sorghum,2004,51.0,5363.0,22.08,EGY
8269,Soybeans,2004,51.0,5363.0,21.06,EGY
8270,Soybeans,2004,51.0,5363.0,22.08,EGY
8271,Sweet potatoes,2004,51.0,5363.0,21.06,EGY
8272,Sweet potatoes,2004,51.0,5363.0,22.08,EGY
8273,Wheat,2004,51.0,5363.0,21.06,EGY
8274,Wheat,2004,51.0,5363.0,22.08,EGY
8275,Maize,2005,51.0,5471.0,21.08,EGY
8276,Maize,2005,51.0,5471.0,22.01,EGY
8277,Potatoes,2005,51.0,5471.0,21.08,EGY
8278,Potatoes,2005,51.0,5471.0,22.01,EGY
8279,"Rice, paddy",2005,51.0,5471.0,21.08,EGY
8280,"Rice, paddy",2005,51.0,5471.0,22.01,EGY
8281,Sorghum,2005,51.0,5471.0,21.08,EGY
8282,Sorghum,2005,51.0,5471.0,22.01,EGY
8283,Soybeans,2005,51.0,5471.0,21.08,EGY
8284,Soybeans,2005,51.0,5471.0,22.01,EGY
8285,Sweet potatoes,2005,51.0,5471.0,21.08,EGY
8286,Sweet potatoes,2005,51.0,5471.0,22.01,EGY
8287,Wheat,2005,51.0,5471.0,21.08,EGY
8288,Wheat,2005,51.0,5471.0,22.01,EGY
8289,Maize,2006,51.0,9781.0,21.15,EGY
8290,Maize,2006,51.0,9781.0,22.05,EGY
8291,Potatoes,2006,51.0,9781.0,21.15,EGY
8292,Potatoes,2006,51.0,9781.0,22.05,EGY
8293,"Rice, paddy",2006,51.0,9781.0,21.15,EGY
8294,"Rice, paddy",2006,51.0,9781.0,22.05,EGY
8295,Sorghum,2006,51.0,9781.0,21.15,EGY
8296,Sorghum,2006,51.0,9781.0,22.05,EGY
8297,Soybeans,2006,51.0,9781.0,21.15,EGY
8298,Soybeans,2006,51.0,9781.0,22.05,EGY
8299,Sweet potatoes,2006,51.0,9781.0,21.15,EGY
8300,Sweet potatoes,2006,51.0,9781.0,22.05,EGY
8301,Wheat,2006,51.0,9781.0,21.15,EGY
8302,Wheat,2006,51.0,9781.0,22.05,EGY
8303,Maize,2007,51.0,9105.0,21.51,EGY
8304,Maize,2007,51.0,9105.0,22.36,EGY
8305,Potatoes,2007,51.0,9105.0,21.51,EGY
8306,Potatoes,2007,51.0,9105.0,22.36,EGY
8307,"Rice, paddy",2007,51.0,9105.0,21.51,EGY
8308,"Rice, paddy",2007,51.0,9105.0,22.36,EGY
8309,Sorghum,2007,51.0,9105.0,21.51,EGY
8310,Sorghum,2007,51.0,9105.0,22.36,EGY
8311,Soybeans,2007,51.0,9105.0,21.51,EGY
8312,Soybeans,2007,51.0,9105.0,22.36,EGY
8313,Sweet potatoes,2007,51.0,9105.0,21.51,EGY
8314,Sweet potatoes,2007,51.0,9105.0,22.36,EGY
8315,Wheat,2007,51.0,9105.0,21.51,EGY
8316,Wheat,2007,51.0,9105.0,22.36,EGY
8317,Maize,2008,51.0,9527.0,21.74,EGY
8318,Maize,2008,51.0,9527.0,22.64,EGY
8319,Potatoes,2008,51.0,9527.0,21.74,EGY
8320,Potatoes,2008,51.0,9527.0,22.64,EGY
8321,"Rice, paddy",2008,51.0,9527.0,21.74,EGY
8322,"Rice, paddy",2008,51.0,9527.0,22.64,EGY
8323,Sorghum,2008,51.0,9527.0,21.74,EGY
8324,Sorghum,2008,51.0,9527.0,22.64,EGY
8325,Soybeans,2008,51.0,9527.0,21.74,EGY
8326,Soybeans,2008,51.0,9527.0,22.64,EGY
8327,Sweet potatoes,2008,51.0,9527.0,21.74,EGY
8328,Sweet potatoes,2008,51.0,9527.0,22.64,EGY
8329,Wheat,2008,51.0,9527.0,21.74,EGY
8330,Wheat,2008,51.0,9527.0,22.64,EGY
8331,Maize,2009,51.0,9013.0,21.67,EGY
8332,Maize,2009,51.0,9013.0,22.63,EGY
8333,Potatoes,2009,51.0,9013.0,21.67,EGY
8334,Potatoes,2009,51.0,9013.0,22.63,EGY
8335,"Rice, paddy",2009,51.0,9013.0,21.67,EGY
8336,"Rice, paddy",2009,51.0,9013.0,22.63,EGY
8337,Sorghum,2009,51.0,9013.0,21.67,EGY
8338,Sorghum,2009,51.0,9013.0,22.63,EGY
8339,Soybeans,2009,51.0,9013.0,21.67,EGY
8340,Soybeans,2009,51.0,9013.0,22.63,EGY
8341,Sweet potatoes,2009,51.0,9013.0,21.67,EGY
8342,Sweet potatoes,2009,51.0,9013.0,22.63,EGY
8343,Wheat,2009,51.0,9013.0,21.67,EGY
8344,Wheat,2009,51.0,9013.0,22.63,EGY
8345,Maize,2010,51.0,11590.0,22.46,EGY
8346,Maize,2010,51.0,11590.0,23.72,EGY
8347,Potatoes,2010,51.0,11590.0,22.46,EGY
8348,Potatoes,2010,51.0,11590.0,23.72,EGY
8349,"Rice, paddy",2010,51.0,11590.0,22.46,EGY
8350,"Rice, paddy",2010,51.0,11590.0,23.72,EGY
8351,Sorghum,2010,51.0,11590.0,22.46,EGY
8352,Sorghum,2010,51.0,11590.0,23.72,EGY
8353,Soybeans,2010,51.0,11590.0,22.46,EGY
8354,Soybeans,2010,51.0,11590.0,23.72,EGY
8355,Sweet potatoes,2010,51.0,11590.0,22.46,EGY
8356,Sweet potatoes,2010,51.0,11590.0,23.72,EGY
8357,Wheat,2010,51.0,11590.0,22.46,EGY
8358,Wheat,2010,51.0,11590.0,23.72,EGY
8359,Maize,2011,51.0,12945.0,21.18,EGY
8360,Maize,2011,51.0,12945.0,21.99,EGY
8361,Potatoes,2011,51.0,12945.0,21.18,EGY
8362,Potatoes,2011,51.0,12945.0,21.99,EGY
8363,"Rice, paddy",2011,51.0,12945.0,21.18,EGY
8364,"Rice, paddy",2011,51.0,12945.0,21.99,EGY
8365,Sorghum,2011,51.0,12945.0,21.18,EGY
8366,Sorghum,2011,51.0,12945.0,21.99,EGY
8367,Soybeans,2011,51.0,12945.0,21.18,EGY
8368,Soybeans,2011,51.0,12945.0,21.99,EGY
8369,Sweet potatoes,2011,51.0,12945.0,21.18,EGY
8370,Sweet potatoes,2011,51.0,12945.0,21.99,EGY
8371,Wheat,2011,51.0,12945.0,21.18,EGY
8372,Wheat,2011,51.0,12945.0,21.99,EGY
8373,Maize,2012,51.0,13991.0,21.55,EGY
8374,Maize,2012,51.0,13991.0,22.48,EGY
8375,Potatoes,2012,51.0,13991.0,21.55,EGY
8376,Potatoes,2012,51.0,13991.0,22.48,EGY
8377,"Rice, paddy",2012,51.0,13991.0,21.55,EGY
8378,"Rice, paddy",2012,51.0,13991.0,22.48,EGY
8379,Sorghum,2012,51.0,13991.0,21.55,EGY
8380,Sorghum,2012,51.0,13991.0,22.48,EGY
8381,Soybeans,2012,51.0,13991.0,21.55,EGY
8382,Soybeans,2012,51.0,13991.0,22.48,EGY
8383,Sweet potatoes,2012,51.0,13991.0,21.55,EGY
8384,Sweet potatoes,2012,51.0,13991.0,22.48,EGY
8385,Wheat,2012,51.0,13991.0,21.55,EGY
8386,Wheat,2012,51.0,13991.0,22.48,EGY
8387,Maize,2013,51.0,13653.0,21.44,EGY
8388,Maize,2013,51.0,13653.0,22.91,EGY
8389,Potatoes,2013,51.0,13653.0,21.44,EGY
8390,Potatoes,2013,51.0,13653.0,22.91,EGY
8391,"Rice, paddy",2013,51.0,13653.0,21.44,EGY
8392,"Rice, paddy",2013,51.0,13653.0,22.91,EGY
8393,Sorghum,2013,51.0,13653.0,21.44,EGY
8394,Sorghum,2013,51.0,13653.0,22.91,EGY
8395,Soybeans,2013,51.0,13653.0,21.44,EGY
8396,Soybeans,2013,51.0,13653.0,22.91,EGY
8397,Sweet potatoes,2013,51.0,13653.0,21.44,EGY
8398,Sweet potatoes,2013,51.0,13653.0,22.91,EGY
8399,Wheat,2013,51.0,13653.0,21.44,EGY
8400,Wheat,2013,51.0,13653.0,22.91,EGY
8401,Cassava,1990,1784.0,2524.0,26.06,SLV
8402,Maize,1990,1784.0,2524.0,26.06,SLV
8403,Plantains and others,1990,1784.0,2524.0,26.06,SLV
8404,Potatoes,1990,1784.0,2524.0,26.06,SLV
8405,"Rice, paddy",1990,1784.0,2524.0,26.06,SLV
8406,Sorghum,1990,1784.0,2524.0,26.06,SLV
8407,Soybeans,1990,1784.0,2524.0,26.06,SLV
8408,Sweet potatoes,1990,1784.0,2524.0,26.06,SLV
8409,Cassava,1991,1784.0,4096.0,26.08,SLV
8410,Maize,1991,1784.0,4096.0,26.08,SLV
8411,Plantains and others,1991,1784.0,4096.0,26.08,SLV
8412,Potatoes,1991,1784.0,4096.0,26.08,SLV
8413,"Rice, paddy",1991,1784.0,4096.0,26.08,SLV
8414,Sorghum,1991,1784.0,4096.0,26.08,SLV
8415,Soybeans,1991,1784.0,4096.0,26.08,SLV
8416,Sweet potatoes,1991,1784.0,4096.0,26.08,SLV
8417,Cassava,1992,1784.0,3940.77,26.22,SLV
8418,Maize,1992,1784.0,3940.77,26.22,SLV
8419,Plantains and others,1992,1784.0,3940.77,26.22,SLV
8420,Potatoes,1992,1784.0,3940.77,26.22,SLV
8421,"Rice, paddy",1992,1784.0,3940.77,26.22,SLV
8422,Sorghum,1992,1784.0,3940.77,26.22,SLV
8423,Soybeans,1992,1784.0,3940.77,26.22,SLV
8424,Sweet potatoes,1992,1784.0,3940.77,26.22,SLV
8425,Cassava,1993,1784.0,3785.54,26.12,SLV
8426,Maize,1993,1784.0,3785.54,26.12,SLV
8427,Plantains and others,1993,1784.0,3785.54,26.12,SLV
8428,Potatoes,1993,1784.0,3785.54,26.12,SLV
8429,"Rice, paddy",1993,1784.0,3785.54,26.12,SLV
8430,Sorghum,1993,1784.0,3785.54,26.12,SLV
8431,Soybeans,1993,1784.0,3785.54,26.12,SLV
8432,Sweet potatoes,1993,1784.0,3785.54,26.12,SLV
8433,Cassava,1994,1784.0,3630.31,26.33,SLV
8434,Maize,1994,1784.0,3630.31,26.33,SLV
8435,Plantains and others,1994,1784.0,3630.31,26.33,SLV
8436,Potatoes,1994,1784.0,3630.31,26.33,SLV
8437,"Rice, paddy",1994,1784.0,3630.31,26.33,SLV
8438,Sorghum,1994,1784.0,3630.31,26.33,SLV
8439,Soybeans,1994,1784.0,3630.31,26.33,SLV
8440,Sweet potatoes,1994,1784.0,3630.31,26.33,SLV
8441,Cassava,1995,1784.0,3475.08,26.05,SLV
8442,Maize,1995,1784.0,3475.08,26.05,SLV
8443,Plantains and others,1995,1784.0,3475.08,26.05,SLV
8444,Potatoes,1995,1784.0,3475.08,26.05,SLV
8445,"Rice, paddy",1995,1784.0,3475.08,26.05,SLV
8446,Sorghum,1995,1784.0,3475.08,26.05,SLV
8447,Soybeans,1995,1784.0,3475.08,26.05,SLV
8448,Sweet potatoes,1995,1784.0,3475.08,26.05,SLV
8449,Cassava,1996,1784.0,3319.85,25.77,SLV
8450,Maize,1996,1784.0,3319.85,25.77,SLV
8451,Plantains and others,1996,1784.0,3319.85,25.77,SLV
8452,Potatoes,1996,1784.0,3319.85,25.77,SLV
8453,"Rice, paddy",1996,1784.0,3319.85,25.77,SLV
8454,Sorghum,1996,1784.0,3319.85,25.77,SLV
8455,Soybeans,1996,1784.0,3319.85,25.77,SLV
8456,Sweet potatoes,1996,1784.0,3319.85,25.77,SLV
8457,Cassava,1997,1784.0,3164.62,26.48,SLV
8458,Maize,1997,1784.0,3164.62,26.48,SLV
8459,Plantains and others,1997,1784.0,3164.62,26.48,SLV
8460,Potatoes,1997,1784.0,3164.62,26.48,SLV
8461,"Rice, paddy",1997,1784.0,3164.62,26.48,SLV
8462,Sorghum,1997,1784.0,3164.62,26.48,SLV
8463,Soybeans,1997,1784.0,3164.62,26.48,SLV
8464,Sweet potatoes,1997,1784.0,3164.62,26.48,SLV
8465,Cassava,1998,1784.0,3009.39,26.48,SLV
8466,Maize,1998,1784.0,3009.39,26.48,SLV
8467,Plantains and others,1998,1784.0,3009.39,26.48,SLV
8468,Potatoes,1998,1784.0,3009.39,26.48,SLV
8469,"Rice, paddy",1998,1784.0,3009.39,26.48,SLV
8470,Sorghum,1998,1784.0,3009.39,26.48,SLV
8471,Soybeans,1998,1784.0,3009.39,26.48,SLV
8472,Sweet potatoes,1998,1784.0,3009.39,26.48,SLV
8473,Cassava,1999,1784.0,2854.16,25.67,SLV
8474,Maize,1999,1784.0,2854.16,25.67,SLV
8475,Plantains and others,1999,1784.0,2854.16,25.67,SLV
8476,Potatoes,1999,1784.0,2854.16,25.67,SLV
8477,"Rice, paddy",1999,1784.0,2854.16,25.67,SLV
8478,Sorghum,1999,1784.0,2854.16,25.67,SLV
8479,Soybeans,1999,1784.0,2854.16,25.67,SLV
8480,Sweet potatoes,1999,1784.0,2854.16,25.67,SLV
8481,Cassava,2000,1784.0,2698.93,25.78,SLV
8482,Maize,2000,1784.0,2698.93,25.78,SLV
8483,Plantains and others,2000,1784.0,2698.93,25.78,SLV
8484,Potatoes,2000,1784.0,2698.93,25.78,SLV
8485,"Rice, paddy",2000,1784.0,2698.93,25.78,SLV
8486,Sorghum,2000,1784.0,2698.93,25.78,SLV
8487,Soybeans,2000,1784.0,2698.93,25.78,SLV
8488,Sweet potatoes,2000,1784.0,2698.93,25.78,SLV
8489,Cassava,2001,1784.0,2543.7,25.92,SLV
8490,Maize,2001,1784.0,2543.7,25.92,SLV
8491,Plantains and others,2001,1784.0,2543.7,25.92,SLV
8492,Potatoes,2001,1784.0,2543.7,25.92,SLV
8493,"Rice, paddy",2001,1784.0,2543.7,25.92,SLV
8494,Sorghum,2001,1784.0,2543.7,25.92,SLV
8495,Soybeans,2001,1784.0,2543.7,25.92,SLV
8496,Sweet potatoes,2001,1784.0,2543.7,25.92,SLV
8497,Cassava,2002,1784.0,2388.47,26.12,SLV
8498,Maize,2002,1784.0,2388.47,26.12,SLV
8499,Plantains and others,2002,1784.0,2388.47,26.12,SLV
8500,Potatoes,2002,1784.0,2388.47,26.12,SLV
8501,"Rice, paddy",2002,1784.0,2388.47,26.12,SLV
8502,Sorghum,2002,1784.0,2388.47,26.12,SLV
8503,Soybeans,2002,1784.0,2388.47,26.12,SLV
8504,Sweet potatoes,2002,1784.0,2388.47,26.12,SLV
8505,Cassava,2004,1784.0,2078.01,26.2,SLV
8506,Maize,2004,1784.0,2078.01,26.2,SLV
8507,Plantains and others,2004,1784.0,2078.01,26.2,SLV
8508,Potatoes,2004,1784.0,2078.01,26.2,SLV
8509,"Rice, paddy",2004,1784.0,2078.01,26.2,SLV
8510,Sorghum,2004,1784.0,2078.01,26.2,SLV
8511,Soybeans,2004,1784.0,2078.01,26.2,SLV
8512,Sweet potatoes,2004,1784.0,2078.01,26.2,SLV
8513,Cassava,2005,1784.0,1922.78,26.07,SLV
8514,Maize,2005,1784.0,1922.78,26.07,SLV
8515,Plantains and others,2005,1784.0,1922.78,26.07,SLV
8516,Potatoes,2005,1784.0,1922.78,26.07,SLV
8517,"Rice, paddy",2005,1784.0,1922.78,26.07,SLV
8518,Sorghum,2005,1784.0,1922.78,26.07,SLV
8519,Soybeans,2005,1784.0,1922.78,26.07,SLV
8520,Sweet potatoes,2005,1784.0,1922.78,26.07,SLV
8521,Cassava,2006,1784.0,2265.72,26.14,SLV
8522,Maize,2006,1784.0,2265.72,26.14,SLV
8523,Plantains and others,2006,1784.0,2265.72,26.14,SLV
8524,Potatoes,2006,1784.0,2265.72,26.14,SLV
8525,"Rice, paddy",2006,1784.0,2265.72,26.14,SLV
8526,Sorghum,2006,1784.0,2265.72,26.14,SLV
8527,Soybeans,2006,1784.0,2265.72,26.14,SLV
8528,Sweet potatoes,2006,1784.0,2265.72,26.14,SLV
8529,Cassava,2007,1784.0,1940.78,26.02,SLV
8530,Maize,2007,1784.0,1940.78,26.02,SLV
8531,Plantains and others,2007,1784.0,1940.78,26.02,SLV
